,term_PT
3704,contraindicated product prescribed
3705,hyperkeratosis
3706,cortisol free urine abnormal
3707,chemotherapeutic drug level decreased
3708,congenital diaphragmatic anomaly
3709,fanconi syndrome
3710,heart valve explantation
3711,gingivitis
3712,osteopenia
3713,biopsy ligament
3714,brain neoplasm
3715,lung opacity
3716,medical device site laceration
3717,administration site joint warmth
3718,lymphangiogram
3719,retinal scar
3720,cysteine urine present
3721,stool chymotrypsin normal
3722,temperature regulation disorder
3723,urine ketone body
3724,respiratory disorder
3725,5-hydroxyindolacetic acid increased
3726,protein total decreased
3727,renal infarct
3728,cervical spinal cord paralysis
3729,subretinal hyperreflective exudation
3730,manufacturing issue
3731,t-cell unclassifiable lymphoma low grade
3732,urine analysis abnormal
3733,enzyme supplementation
3734,single photon emission computerised tomogram normal
3735,metabolic alkalosis
3736,nucleic acid test
3737,peritoneal tuberculosis
3738,tissue polypeptide antigen increased
3739,post procedural haematoma
3740,glycogen storage disease type ix
3741,pharyngeal cancer stage iv
3742,administration site scab
3743,tooth pulp haemorrhage
3744,oral hairy leukoplakia
3745,promyelocyte count decreased
3746,bromosulphthalein test
3747,gram stain negative
3748,urethral stricture postoperative
3749,post infection glomerulonephritis
3750,joint instability
3751,enterobiasis
3752,juvenile melanoma benign
3753,hyperglycaemic seizure
3754,specific gravity urine increased
3755,urea cycle disorder
3756,haemodilution induction procedure
3757,blood phosphorus
3758,csf red blood cell count
3759,cardiac septal hypertrophy
3760,thoracic operation
3761,nosocomial infection
3762,infective mesenteric panniculitis
3763,serum ferritin
3764,haptoglobin abnormal
3765,blood creatinine
3766,anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression
3767,cardiovascular examination abnormal
3768,ovarian abscess
3769,anorectal sensory loss
3770,base excess increased
3771,myeloblast count
3772,vascular test
3773,cystitis interstitial
3774,pneumocystis jirovecii pneumonia
3775,neuroprosthesis implantation
3776,treponema test
3777,myeloblast count increased
3778,reversible airways obstruction
3779,respiratory tract irritation
3780,antidepressant discontinuation syndrome
3781,pneumonia cryptococcal
3782,kleihauer-betke test negative
3783,instillation site warmth
3784,breast cyst rupture
3785,hereditary angioedema with normal c1 esterase inhibitor
3786,zeichi-ceide syndrome
3787,blood homocysteine increased
3788,ischaemic contracture of the left ventricle
3789,vaginal cellulitis
3790,penile wart
3791,urinary glycosaminoglycans increased
3792,progesterone increased
3793,dyskinesia
3794,synovial fluid analysis normal
3795,thyroid b-cell lymphoma
3796,high grade b-cell lymphoma burkitt-like lymphoma stage iii
3797,multiple subpial transection
3798,costovertebral angle tenderness
3799,gastrointestinal hypermotility
3800,trans-sexualism
3801,pleurisy viral
3802,pelvic kidney
3803,visceral oedema
3804,implant tissue necrosis
3805,neonatal respiratory arrest
3806,ecouvillonage
3807,cardiac output increased
3808,asthma late onset
3809,post coital contraception
3810,oral candidiasis
3811,cytomegalovirus urinary tract infection
3812,wrong technique in product usage process
3813,"brief psychotic disorder, with postpartum onset"
3814,prohormone brain natriuretic peptide decreased
3815,activated partial thromboplastin time ratio decreased
3816,assisted reproductive technology
3817,blood ketone body decreased
3818,alpha 1 foetoprotein amniotic fluid abnormal
3819,macula thickness measurement
3820,herpes simplex test negative
3821,osteomyelitis salmonella
3822,enlarged foetal cisterna magna
3823,colour blindness
3824,rash morbilliform
3825,hydronephrosis repair
3826,nephrosclerosis
3827,device alarm issue
3828,nystagmus
3829,poems syndrome
3830,metastatic malignant melanoma
3831,tongue eruption
3832,hiv antibody
3833,brow ptosis
3834,modified rankin score
3835,infusion site nodule
3836,dentofacial anomaly
3837,malignant splenic neoplasm
3838,cyanopsia
3839,renal cell carcinoma
3840,anti-sperm antibody
3841,colonic haematoma
3842,trench fever
3843,acne fulminans
3844,measles meningitis
3845,coagulation factor vii level increased
3846,chondromalacia
3847,living alone
3848,delusion
3849,uterine fibrosis
3850,chromosome banding normal
3851,vitamin b2
3852,bladder neoplasm
3853,hodgkin's disease lymphocyte depletion type recurrent
3854,myelomalacia
3855,antibiotic prophylaxis
3856,right aortic arch
3857,x-ray dental normal
3858,mean platelet volume
3859,tri-iodothyronine free abnormal
3860,parotid gland enlargement
3861,visual agnosia
3862,urine lactic acid increased
3863,peripheral motor neuropathy
3864,osteosarcoma
3865,clot retraction time shortened
3866,in vivo gene therapy
3867,multi-organ disorder
3868,radiotherapy to bone
3869,sinus perforation
3870,atypical benign partial epilepsy
3871,stenosis of vesicourethral anastomosis
3872,anembryonic gestation
3873,aplastic anaemia
3874,laboratory test
3875,haemorrhagic necrotic pancreatitis
3876,orphan
3877,biopsy fallopian tube
3878,red blood cell agglutination
3879,porphyrins urine abnormal
3880,tetrahydrocortisone urine decreased
3881,international normalised ratio fluctuation
3882,ureteric calculus removal
3883,fixed bowel loop
3884,ocular deposits removal
3885,primary syphilis
3886,toxicity to various agents
3887,application site scar
3888,myomectomy
3889,post-traumatic neck syndrome
3890,psychomotor disadaptation syndrome
3891,pancreatic islets hyperplasia
3892,arterial injury
3893,abscess drainage
3894,sense of a foreshortened future
3895,thymol turbidity test abnormal
3896,breast discolouration
3897,pericardial rub
3898,coxsackie endocarditis
3899,vaccination site dermatitis
3900,acquired mitochondrial dna deletion
3901,parasite tissue specimen test positive
3902,prolonged labour
3903,placental necrosis
3904,bruxism
3905,blood count abnormal
3906,administration site abscess sterile
3907,polyomavirus-associated nephropathy
3908,bursal fluid accumulation
3909,penile plaque
3910,hepatic ischaemia
3911,cholangitis infective
3912,ureteral disorder
3913,pressure of speech
3914,pupillary deformity
3915,cardiac dysfunction
3916,hemiparesis
3917,plasmin increased
3918,fear of open spaces
3919,cerebral artery stenosis
3920,laryngeal tremor
3921,right atrial volume abnormal
3922,phrenic nerve injury
3923,oestriol normal
3924,sexual abuse
3925,cyp1a2 gene status assay
3926,somatic symptom disorder
3927,muscle strength abnormal
3928,lactation stimulation therapy
3929,lung transplant rejection
3930,glottis carcinoma
3931,tracheal mass
3932,macroamylasaemia
3933,fibrosing colonopathy
3934,central nervous system lesion
3935,otitis externa bacterial
3936,candidiasis of trachea
3937,adenylosuccinate lyase deficiency
3938,deficiency of the interleukin-36 receptor antagonist
3939,traumatic ulcerative granuloma with stromal eosinophilia
3940,amoeba test positive
3941,polymerase chain reaction
3942,interferon alpha level decreased
3943,anti-glomerular basement membrane antibody negative
3944,jejunectomy
3945,hypersensitivity vasculitis
3946,testicular choriocarcinoma stage iii
3947,madarosis
3948,alanine aminotransferase abnormal
3949,pulmonary aplasia
3950,diaphragmatic paralysis
3951,reproductive toxicity
3952,gingival graft
3953,urethral syndrome
3954,nicotine dependence
3955,exposure to violent event
3956,nuchal rigidity
3957,strongyloides test positive
3958,cystitis
3959,gallbladder cholesterolosis
3960,metastases to abdominal cavity
3961,tympanometry normal
3962,gilbert's syndrome
3963,peak expiratory flow rate
3964,administration site hypoaesthesia
3965,antidepressant drug level above therapeutic
3966,csf test normal
3967,finkelstein test
3968,woodhouse-sakati syndrome
3969,acetonaemia
3970,electrocardiogram qrs complex
3971,silver-russell syndrome
3972,orthopaedic insoles
3973,nodular lymphocyte predominant hodgkin lymphoma
3974,testicular cyst excision
3975,listeria encephalitis
3976,free thyroxine index abnormal
3977,platelet count normal
3978,blood pressure systolic increased
3979,laron syndrome
3980,parkinsonism
3981,antiendomysial antibody positive
3982,lactate pyruvate ratio abnormal
3983,procedural site reaction
3984,fibrosis
3985,paranasal cystectomy
3986,sporadic infantile bilateral striatal necrosis
3987,vulval cancer metastatic
3988,metabolic function test
3989,amastia
3990,radiation menopause
3991,saliva testosterone
3992,cervix cerclage procedure
3993,thyroxin binding globulin decreased
3994,yaws of skin
3995,concomitant disease progression
3996,lipoprotein (a) decreased
3997,genitals enlarged
3998,malaria antibody test negative
3999,t-cell depletion
4000,congenital adrenal gland hypoplasia
4001,femur-fibula-ulna complex
4002,mononucleosis syndrome
4003,juvenile psoriatic arthritis
4004,hypozincaemia
4005,bile duct cancer stage iv
4006,pancreatic pseudocyst
4007,pyoderma gangrenosum
4008,medical device site cyst
4009,skin graft detachment
4010,adjusted calcium decreased
4011,systemic scleroderma
4012,tertiary hypothyroidism
4013,matrix metalloproteinase-3
4014,gastrointestinal examination normal
4015,albumin urine absent
4016,labile hypertension
4017,epiglottis reconstruction
4018,bone density increased
4019,hemifacial anhidrosis
4020,blood gastrin normal
4021,hyperadrenalism
4022,dennie-morgan fold
4023,leuconostoc infection
4024,metastases to eustachian tube
4025,sternal injury
4026,red cell distribution width decreased
4027,glassy eyes
4028,spirochaetal infection
4029,pasteurella infection
4030,cardiac stress test abnormal
4031,acrotrophodynia
4032,head injury
4033,delirium tremens
4034,cd34 cell count decreased
4035,csf pressure increased
4036,chylomicrons
4037,gamma radiation therapy to lung
4038,haemochromatosis trait
4039,pleuroscopy
4040,umbilical cord compression
4041,respiratory syncytial virus test
4042,gastritis
4043,arthroscopy abnormal
4044,erection increased
4045,auricular pseudocyst
4046,ultrasound spleen
4047,arteriogram carotid
4048,lupus-like syndrome
4049,electrocardiogram t wave alternans
4050,strangulated incisional hernia
4051,large intestinal polypectomy
4052,buried penis syndrome
4053,vascular endothelial growth factor assay
4054,food craving
4055,alpha 2 globulin decreased
4056,athletic heart syndrome
4057,mononuclear cell count abnormal
4058,corrective lens user
4059,face and mouth x-ray abnormal
4060,vaccination site discomfort
4061,pain in extremity
4062,bankart lesion
4063,bone marrow leukaemic cell infiltration
4064,genitourinary chlamydia infection
4065,von willebrand's factor activity test
4066,malacoplakia gastrointestinal
4067,body temperature abnormal
4068,culture wound negative
4069,cd20 antigen positive
4070,splenic necrosis
4071,carbohydrate antigen 27.29
4072,jaw fistula
4073,bone metabolism disorder
4074,blood electrolytes
4075,acute post asthmatic amyotrophy
4076,beta-2 glycoprotein antibody
4077,vulvovaginitis chlamydial
4078,vaccination site papule
4079,small intestine carcinoma stage ii
4080,nih stroke scale score increased
4081,balneotherapy
4082,saliva testosterone increased
4083,nerve root injury thoracic
4084,thyroxine increased
4085,retinal depigmentation
4086,vacuum aspiration
4087,tetrahydrobiopterin deficiency
4088,myh9-related disease
4089,scaphocephaly
4090,delayed recovery from anaesthesia
4091,mesenteric artery embolism
4092,asterixis
4093,vaccination site swelling
4094,symptomatic treatment
4095,congenital aortic valve incompetence
4096,male reproductive tract neoplasm
4097,skin warm
4098,thyroid dysfunction in pregnancy
4099,encephalitis lethargica
4100,amniorrhoea
4101,amygdalohippocampectomy
4102,oestrogen receptor assay positive
4103,pregnancy test
4104,placenta praevia haemorrhage
4105,hepatitis b virus test
4106,congenital inguinal hernia
4107,macroorchidism
4108,amniocentesis normal
4109,tarsal tunnel decompression
4110,enterostomy closure
4111,renal replacement therapy
4112,laryngitis fungal
4113,apnoea test
4114,abscess bacterial
4115,transferrin normal
4116,eye haematoma
4117,lasegue's test positive
4118,toxoplasma serology negative
4119,aortic restenosis
4120,immobilisation bandage
4121,amnioscopy
4122,anti-aquaporin-4 antibody negative
4123,alcoholic ketoacidosis
4124,neonatal neuroblastoma
4125,debridement
4126,thromboelastogram
4127,scoliosis
4128,eye luxation
4129,light chain analysis increased
4130,iron binding capacity total
4131,cervicobrachial syndrome
4132,flail chest
4133,hiv infection who clinical stage iii
4134,anterior spinal artery syndrome
4135,biopsy retina abnormal
4136,oesophagitis chemical
4137,erythrodermic atopic dermatitis
4138,noninfective myringitis
4139,breast milk odour abnormal
4140,gastrointestinal angiectasia
4141,joint fluid drainage
4142,cutaneous anthrax
4143,vorticella infection
4144,eosinophil morphology
4145,congenital spinal fusion
4146,hand fracture
4147,adrenocortical steroid therapy
4148,abnormal precordial movement
4149,jamais vu
4150,keratosis pilaris atrophicans
4151,single photon emission computerised tomogram abnormal
4152,hydrogen breath test abnormal
4153,csf oligoclonal band present
4154,umbilical erythema
4155,vaccination site bruising
4156,pneumobilia
4157,ureteroscopy abnormal
4158,cervical conisation
4159,mycotoxicosis
4160,glycated albumin decreased
