text,ade,meddra,level
@jamieab1 trazodone made me extremely angry and i was wide awake all the time,angry,anger,PT
@jamieab1 trazodone made me extremely angry and i was wide awake all the time,awake,sleep loss,LLT
"co-codemol and trazodone have taken control of my eyes, so i better go to bed, before they switch off my legs too, g'nite all, stay safe",taken control of my eyes,sleepiness,LLT
"the 100mg tabs of trazodone my gp prescribed are too much, now that i don't take them every night. still zombieish after an hour awake.",zombieish,felt like a zombie,LLT
@droz i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?!,crazy dreams,bizarre dreams,LLT
its your third visit in 2 weeks for priapism and you're still taking trazodone @erproblem,priapism,priapism,PT
@caseygrin i used to take trazodone. made me sleep for dayyssss,sleep for dayyssss,sleep excessive,LLT
@adreamitstrue things like mirtazipine&amp;trazodone weight gain isn't too hard to mitigate.things like valproate substantially more of an issue,weight gain,weight gain,LLT
fuck you trazodone.  i didn't want or need to sleep for 11 hours.,sleep for 11 hours,sleep excessive,LLT
@baybeecarrot  trazodone but you might have troubles waking up in the morning. 1/2 tablet is enough for a night i could give you 10 for 10$?,troubles waking up,hard to awaken,LLT
i'm so allergic to trazodone but i haven't been taking it so no one believes me :::---)))),allergic,allergic reaction,LLT
@jules_clarke banana? hot milk? and randomly lettuce! all contain sleepy bye chems. all i have is trazodone which means dopey all day tomo,dopey,mental impairment,PT
i took my trazodone like an hour ago and i can barely keep my eyes open and i need to finish homeworrrkkk,barely keep my eyes open,sleepiness,LLT
@rachaelherron @marrije i haaaated trazodone. don't be afraid to ask doc for something else if side effects continue. gave me migraines.,migraines,migraine,PT
have taken the trazodone dose back down. simply cannot put up with feeling tired all day!,tired,tiredness,LLT
does trazodone actually make people feel like high omfg it makes me sleepy,sleepy,sleepy,LLT
"eat my trazodone then go to bed, wake up in the morning with holes in my head",holes in my head,mental impairment,PT
my trazodone be having me dream all types of crazy.,dream all types of crazy,bizarre dreams,LLT
great.. i have hives up and down my legs from this gosh dang trazodone?,hives,hives,LLT
taking trazodone and literally passing out on the bathroom floor yeah that shit happens,passing out,passed out,LLT
trazodone hangover and dry eyes,dry eyes,dry eyes,LLT
trazodone hangover and dry eyes,hangover,hangover effect,LLT
"@kitschmagnet i was on tysabri for 50 months. i'm in the process of going to tecfedera. it is similar, i needed to get off because of veins",veins,vein disorder,PT
"@craigsdaughter no joke!  #tysabri worked like a charm for me, til my immune system went poof.  hopeful about #tecfidera :)",immune system went poof,immune system disorder,PT
another light nights sleep brought to me courtesy of #venlafaxine dammit. #day8,light nights sleep,sleep disturbance,LLT
it's not even 11pm and i'm already feeling the venlafaxine withdrawal. stupid bitch. how hard is it to pack the bloody tablets?!,withdrawal,withdrawal symptom,LLT
"@leigh_clay i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx",bad dreams,bad dreams,LLT
"@leigh_clay i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx",disturbed sleep,sleep disturbed,LLT
"@adandelionmind i had itchy skin at night on venlafaxine, i react badly to insect bites too.",itchy skin ,itchy skin,LLT
i feel siiiiiiiiiiiiiiick. damn you venlafaxine.,siiiiiiiiiiiiiiick,feeling sick,LLT
"@fatuglyew thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -",electric shocks in your brain,paraesthesia,PT
"@fatuglyew thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -",withdrawals,withdrawal symptom,LLT
venlafaxine withdrawal is horrific,withdrawal,withdrawal symptom,LLT
@amyelle11 i was on venlafaxine after the citalopram but it messed up my sleep :(,messed up my sleep,sleep disturbed,LLT
"@figster014 bloody zombie i also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with, both for the",zombie,felt like a zombie,LLT
so i ran out of victoza before payday &amp; restarted it yesterday.  bleh: nausea.  it did help me lose @ 10 lbs. but i found 3 when i ran out.,nausea,nausea,PT
also my kidneys have been swollen ever since i've been on viibryd.. but its also been super hot out..,kidneys have been swollen,kidney enlargement,PT
this night of no sleep is brought to you by vyvanse. ?,no sleep,sleep loss,LLT
@rayydepotter yeaa bihh all jacked up on vyvanse!??,jacked up,agitated,LLT
ugh i wish my vyvanse didn't make my stomach hurt so bad???,stomach hurt,stomach pain,LLT
so i took 2 vyvanse this morning..i think i'm about to have a heart attack?????,heart attack,heart rate abnormal,PT
i'm so irritable when my vyvanse wears off #fuckkk,irritable,irritable,LLT
vyvanse makes my brain crazier than it already is.,crazier,psychosis,LLT
alright time to find out if a shit ton of vyvanse and not sleeping for 2 days can get a trimester worth of homework done for 2 classes,not sleeping,sleep loss,LLT
"fda needs a warning label for vyvanse: ""use of of this drug may result in major ocd/many unneeded hours at work"" http://t.co/o7pqc782di",ocd,obsessive-compulsive disorder,PT
playing league while on vyvanse is too damn stressful.  back to public i go!,stressful,stress,PT
fuck molly . vyvanse is what gets ya sweatin,sweatin,sweating,LLT
it feels like my brain is melting. 360mg of vyvanse in 24 hours... not smart danielle. not smart.,brain is melting,mental impairment,PT
vyvanse is really taking its toll now #headache #anger,anger,anger,PT
vyvanse is really taking its toll now #headache #anger,headache,headache,PT
vyvanse keep me straight but i can't eat shit when i'm on em,can't eat,appetite absent,LLT
vyvanse makes me having the sleeping schedule of a fucking vampire.,sleeping schedule of a fucking vampire,sleep loss,LLT
i lost 17 pounds on vyvanse &amp; that's why life is wonderful,lost 17 pounds,weight loss,LLT
popped a vyvanse i'm tweak. whoop,tweak,feeling stoned,LLT
popped a vyvanse i'm tweaking. whoop,tweaking,feeling stoned,LLT
@mannypresh602 word. i've been fuckin tweakin out on vyvanse and writing hella verses,tweakin out,feeling stoned,LLT
am i the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave,grinds the shit out of their teeth,teeth grinding,LLT
vyvanse completely gets rid of my appetite. not quite sure how to feel about this.,rid of my appetite,appetite lost,LLT
@the_ignorable hungover shakes + vyvanse shakes + coffee = recipe for success,shakes,shaking,LLT
rt @vyvanseswag: is it hot in here or is my vyvanse just kicking in?,hot,feeling hot,PT
@pk_money i took a vyvanse and drank a 12oz redbull this morning. my heart was hurting a lil bit haha,heart was hurting,chest pain,PT
"young nigga just gave me a 70mg vyvanse, these things can twerk me out thank goodness for my script of xanax",twerk me out,feeling stoned,LLT
"rt @csestrich21: all nighter is killing me right now, i hate you vyvanse",all nighter,insomnia,PT
oh my god. it's 5:19am and i am just now realizing that i accidentally took a vyvanse at 11pm... that explains why i can't sleep.,can't sleep,sleep loss,LLT
rt @thelsuzebra: @_kassidymariee maybe it's just a vyvanse addict thing rt @vyvanseswag: nothing more satisfying than crossing something of?,addict,addiction,LLT
i haven't slept in 2 days due to #vyvanse,haven't slept,sleep loss,LLT
rt @uffelanie: just wondering where the side effect of hating the world is stated on vyvanse advertisements?,hating the world,irritable,LLT
why is my brain so retarded when my vyvanse wears off?,brain so retarded,mental impairment,PT
@stacymadern thats the prob with zyprexa its for ppl with bi-polar or schizophrenia its really strong when you wake up your drowsy for 6 hrs,drowsy,drowsiness,LLT
"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk.","just eat, and eat",increased appetite,PT
@njmanura zyprexa had me sleep walking!!!,sleep walking,sleep walking,LLT
@ciproispoison avelox got me. central nervous system breakdown.,central nervous system breakdown,central nervous system disorder,LLT
"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with.",fog,foggy feeling in head,LLT
"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with.",sleepy,sleepy,LLT
"@carolewhelan i find the baclofen worse, it has left me in a tired/sleepy fog all day  - the codeine i can (mostly) deal with.", tired,tiredness,LLT
yay mom's giving me baclofen when i get home~ i'll probably still be gorked for my physics final but i kinda don't give a fuck.,gorked,feeling abnormal,PT
i think baclofen might make me a bigger asshole than usual. :/,make me a bigger asshole,personality change,PT
"@neph0079@positiveaboutms i take baclofen ""can't sleep! want to sleep!"" help!",can't sleep,sleep loss,LLT
@dystoniasociety i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?,dry nose,dry nose,LLT
@dystoniasociety i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?,throat,dry throat,PT
boniva would've been better properly named as an erectile dysfunction drug.,erectile dysfunction,erectile dysfunction,PT
boniva would've been better properly named as an erectile dysfunction drug.,erectile dysfunction,erectile dysfunction,PT
i'm sorry you have ostrich halitosis @daniellejmoody but that is a side effect of once monthly boniva.,halitosis,halitosis,LLT
"@ciproispoison ironically, the pulmonologist i work with told me about his own devastating bout with 'tendonitis' after cipro",tendonitis,tendonitis,PT
@integratemd i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.,crippled,unable to walk,LLT
@integratemd i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.,disable,unable to walk,LLT
"@remiamaka it wasn't an easy victory though. felt like chemo with the cipro. as for the heart, i meant for study purposes.",felt like chemo,burning sensation,PT
@evann_lfc yea still a vampire as still on cipro wbu? xx,vampire,insomnia,PT
"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful.",bedridden,bedridden,PT
